2020-06-17 00:35:50,"b'\xe2\x80\x9cIn the past 5 days,\xe2\x80\x9d Pence wrote in the Wall Street Journal, \xe2\x80\x9cdeaths are down to fewer than 750 a day...\xe2\x80\x9d This pur\xe2\x80\xa6 https://t.co/QKnkT0daRI'"
2020-06-14 15:26:34,"b'Another grim COVID milestone today: the United States has passed 117,000 deaths, more than the total number of Amer\xe2\x80\xa6 https://t.co/yb296rN5Ea'"
2020-06-14 19:32:03,b'I don\xe2\x80\x99t understand how COVID is worse than ever after we\xe2\x80\x99ve tried everything from pretending it\xe2\x80\x99s over to pretending it never happened'
2020-06-13 17:29:20,b'Did people even notice when we passed 2 million COVID cases?'
2020-06-10 19:07:54,"b'This summer we were excited to be bringing Love On Tour to North America. However, due to the ongoing threat from C\xe2\x80\xa6 https://t.co/fIObg39XFl'"
2020-06-11 20:37:28,b'I never see any naija pastor go isolation heal anybody from covid lol'
2020-06-12 04:00:09,b'\xe2\x80\x9cEvery single one\xe2\x80\x9d\n\nMy patient works at a homeless shelter in Brooklyn. Tearfully she told me every resident there\xe2\x80\xa6 https://t.co/QQaL069u3y'
2020-06-12 15:30:00,"b'Donald Trump forgot about COVID-19, but COVID-19 didn\xe2\x80\x99t forget about us. \n\nThe President couldn\xe2\x80\x99t wish away the vir\xe2\x80\xa6 https://t.co/NTKOZTSZlv'"
2020-06-11 15:56:45,b'A friend who\xe2\x80\x99s fully into the covid conspiracies sent me this post that says Captain America predicted the coronavi\xe2\x80\xa6 https://t.co/jHNkjSU0BZ'
2020-06-14 21:51:34,"b'Arizona is the new national hotspot for COVID-19 with more than 4,400 new cases in just the last 72 hours. Per capi\xe2\x80\xa6 https://t.co/ghZSpOwyQJ'"
2020-06-11 15:49:53,b'This is a critical milestone. Two therapeutic antibodies are now in the clinic with more on the way. These drugs ca\xe2\x80\xa6 https://t.co/tEgaWjD3Ab'
2020-06-14 19:56:24,b'BREAKING June 14 COVID Update: The first verdict in the May state openings is in. It paints an abundantly clear pic\xe2\x80\xa6 https://t.co/Diw66AhPSs'
2020-06-12 03:51:48,b'This morning I managed to squeeze in some time to perform thyroidectomy for a Rt dominant multinodular goitre. \n\nIn\xe2\x80\xa6 https://t.co/JcNK8akKYT'
2020-06-13 08:25:00,b'I\xe2\x80\x99ve been feeling unwell since Thursday; my body had been aching badly. I\xe2\x80\x99ve been tested and unfortunately I\xe2\x80\x99m covi\xe2\x80\xa6 https://t.co/MgCg41apeL'
2020-06-11 21:30:14,"b'The disclaimer at the bottom of the registration for Trump\'s rally in Tulsa: ""By attending the Rally, you and any g\xe2\x80\xa6 https://t.co/LCtcratk8x'"
2020-06-13 00:38:55,"b'So...if Covid-19 is a Democratic hoax, why do they need a waiver for it at the next rally?\n\nAs Spock would say, \xe2\x80\x9cHighly illogical.\xe2\x80\x9d'"
2020-06-10 18:53:01,b'Study suggests that routine face mask use by 50% or more of the population reduced COVID19 spread to an R of less t\xe2\x80\xa6 https://t.co/VZyNRunw8M'
2020-06-10 19:02:05,b'It\xe2\x80\x99s not protests or Memorial Day BBQs that will contribute to the death toll of COVID-19.\n\nIt is pure lack of political leadership.'
2020-06-10 18:44:49,b'Media will fight Pakistan\nArmy will take on China\nPeople will fight Corona\nAnd BJP will fight Bihar Elections...!'
2020-06-10 18:42:10,"b'Rahul Gandhi warned on Corona.\nRahul Gandhi warned on China.\n\n- 286,931 corona cases in India.\n- 10,000 Chinese tro\xe2\x80\xa6 https://t.co/RpFIeo4Gbv'"
